CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE
"220902042","1","1","1","1","1","1","0","NORTH RICHLAND MIDDLE","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","06 - 08","M"
"220902043","0","0","1","0","0","0","0","RICHLAND MIDDLE","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","06 - 08","M"
"220902044","0","0","0","0","0","1","1","NORTH OAKS MIDDLE","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","06 - 08","M"
"220902045","1","0","1","0","1","1","1","WATAUGA MIDDLE","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","06 - 08","M"
"220902046","1","1","1","1","1","1","0","SMITHFIELD MIDDLE","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","06 - 08","M"
"220902047","1","0","1","0","1","0","1","NORTH RIDGE MIDDLE","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","06 - 08","M"
"220902101","0","0","0","1","0","0"," ","BIRDVILLE EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","KG - 05","E"
"220902102","0","0","0","0","0","0"," ","DAVID E SMITH EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","PK - 05","E"
"220902103","0","0","0","0","0","0"," ","W T FRANCISCO EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","PK - 05","E"
"220902104","0","0","1","0","1","0"," ","JACK C BINION EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","PK - 05","E"
"220902105","1","1","1","1","1","1"," ","ALLIENE MULLENDORE EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","EE - 05","E"
"220902106","1","0","1","1","0","1"," ","RICHLAND EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","EE - 05","E"
"220902107","1","0","1","0","1","1"," ","SMITHFIELD EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","KG - 05","E"
"220902108","1","0","1","1","1","0"," ","SNOW HEIGHTS EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","KG - 05","E"
"220902109","0","0","0","0","0","0"," ","MAJOR CHENEY EL AT SOUTH BIRDVILLE","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","PK - 05","E"
"220902110","1","1","1","0","1","1"," ","O H STOWE EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","KG - 05","E"
"220902111","0","0","0","0","0","0"," ","WEST BIRDVILLE EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","EE - 05","E"
"220902112","1","1","1","1","1","1"," ","HOLIDAY HEIGHTS EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","EE - 05","E"
"220902113","0","0","0","1","1","0"," ","WATAUGA EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","KG - 05","E"
"220902114","1","1","1","1","1","1"," ","GRACE E HARDEMAN EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","PK - 05","E"
"220902115","1","1","1","0","1","1"," ","W A PORTER EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","EE - 05","E"
"220902116","1","0","1","0","1","1"," ","ACADEMY AT CARRIE F THOMAS","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","PK - 05","E"
"220902117","1","0","1","0","0","0"," ","FOSTER VILLAGE EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","PK - 05","E"
"220902118","1","0","1","0","1","1"," ","NORTH RIDGE EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","KG - 05","E"
"220902119","1","1","1","1","0","1"," ","JOHN D SPICER EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","EE - 05","E"
"220902120","1","1","1","1","1","1"," ","GREEN VALLEY EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","EE - 05","E"
"220902121","0","0","1","0","1","0"," ","WALKER CREEK EL","N","TARRANT","220","Met Standard","BIRDVILLE ISD","220902","EE - 05","E"
"220904001","0","1","0","0","0","0","0","EVERMAN H S","N","TARRANT","220","Met Standard","EVERMAN ISD","220904","09 - 12","S"
"220904003"," "," "," "," "," "," "," ","EVERMAN ACADEMY H S","N","TARRANT","220","Met Alternative Standard","EVERMAN ISD","220904","09 - 12","S"
"220904041","1","0","0","0","0","0","0","CHARLES BAXTER J H","N","TARRANT","220","Met Standard","EVERMAN ISD","220904","07 - 08","M"
"220904042","0","0","0","0","1"," "," ","ROY JOHNSON SIXTH GRADE CAMPUS","N","TARRANT","220","Met Standard","EVERMAN ISD","220904","06 - 06","M"
"220904101","0","1","1","0","0"," "," ","BISHOP EL","N","TARRANT","220","Met Standard","EVERMAN ISD","220904","PK - 04","E"
"220904102","0","1","1","0","1"," "," ","E RAY EL","N","TARRANT","220","Met Standard","EVERMAN ISD","220904","PK - 04","E"
"220904103","1","1","1","0","1"," "," ","SOUDER EL","N","TARRANT","220","Met Standard","EVERMAN ISD","220904","PK - 04","E"
"220904104","0","0","0","0","0"," "," ","HOMMEL EL","N","TARRANT","220","Met Standard","EVERMAN ISD","220904","PK - 04","E"
"220904105","0","0","0","0","0","0"," ","DAN POWELL INT","N","TARRANT","220","Met Standard","EVERMAN ISD","220904","05 - 05","E"
"220904106","0","1","1","0","1"," "," ","JOHN AND POLLY TOWNLEY EL","N","TARRANT","220","Met Standard","EVERMAN ISD","220904","EE - 04","E"
"220905001","0","0","0","0","0","1","1","CARTER-RIVERSIDE H S","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","09 - 12","S"
"220905002","0","0","1","0","0","0","0","ARLINGTON HEIGHTS H S","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","09 - 12","S"
"220905003","0","0","1","0","0","0","0","SOUTH HILLS H S","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","09 - 12","S"
"220905004","0","0","0","0","0","0","0","DIAMOND HILL-JARVIS H S","N","TARRANT","220","Improvement Required","FORT WORTH ISD","220905","09 - 12","S"
"220905005","0","0","0","0","0","0","0","DUNBAR H S","N","TARRANT","220","Improvement Required","FORT WORTH ISD","220905","09 - 12","S"
"220905006","0","0","0","0","0","0","0","EASTERN HILLS H S","N","TARRANT","220","Improvement Required","FORT WORTH ISD","220905","09 - 12","S"
"220905008","0","1","0","1","0","1","1","NORTH SIDE H S","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","09 - 12","S"
"220905009","0","0","0","0","0","0","0","POLYTECHNIC H S","N","TARRANT","220","Improvement Required","FORT WORTH ISD","220905","09 - 12","S"
"220905010","0","1","1","0","1","1","1","PASCHAL H S","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","09 - 12","S"
"220905011","0","0","1","0","0","1","0","TRIMBLE TECHNICAL H S","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","09 - 12","S"
"220905014","0","1","1","1","0","1","1","SOUTHWEST H S","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","09 - 12","S"
"220905015","0","1","1","1","1","0","1","WESTERN HILLS H S","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","09 - 12","S"
"220905016","0","0","0","0","0","0","0","O D WYATT H S","N","TARRANT","220","Improvement Required","FORT WORTH ISD","220905","09 - 12","S"
"220905018"," "," "," "," "," "," "," ","MIDDLE LVL LRN CTR","N","TARRANT","220","Not Rated","FORT WORTH ISD","220905","06 - 08","M"
"220905019"," "," "," "," "," "," "," ","METRO OPPORTUNITY","N","TARRANT","220","Not Rated","FORT WORTH ISD","220905","09 - 12","S"
"220905021"," "," "," "," "," "," "," ","SUCCESS H S","N","TARRANT","220","Met Alternative Standard","FORT WORTH ISD","220905","09 - 12","S"
"220905024"," "," "," "," "," "," "," ","DETENT CTR","N","TARRANT","220","Not Rated","FORT WORTH ISD","220905","05 - 12","B"
"220905026"," "," "," "," "," "," "," ","JO KELLY SP ED","N","TARRANT","220","Not Rated","FORT WORTH ISD","220905","EE - 12","B"
"220905035"," "," "," "," "," "," "," ","TRANSITION CTR","N","TARRANT","220","Not Rated","FORT WORTH ISD","220905","12 - 12","S"
"220905040"," "," "," "," "," "," "," ","JUVENILE JUSTICE ALTERNATIVE ED PR","N","TARRANT","220","Not Rated","FORT WORTH ISD","220905","07 - 12","S"
"220905042","1","0","0","1","0","0","0","DAGGETT MIDDLE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905043","0","0","0","0","0"," "," ","WEDGWOOD 6TH GR SCH","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 06","M"
"220905044","0","0","0","0","0","0","0","ELDER MIDDLE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905045","1","0","0","1","0","0","0","FOREST OAK MIDDLE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905047","1","0","0","0","0","0","0","HANDLEY MIDDLE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905048","0","0","0","0","0","1","0","JAMES MIDDLE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905049","0","0","0","0","0","1","1","KIRKPATRICK MIDDLE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905050","0","0","0","0","0","0","0","MCLEAN MIDDLE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905051","0","0","0","0","0","0","0","MEACHAM MIDDLE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905052","1","0","1","0","1","0","0","MEADOWBROOK MIDDLE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905053","0","0","0","0","0","0","0","MONNIG MIDDLE","N","TARRANT","220","Improvement Required","FORT WORTH ISD","220905","06 - 08","M"
"220905054","0","0","0","0","0","0","0","MORNINGSIDE MIDDLE","N","TARRANT","220","Improvement Required","FORT WORTH ISD","220905","06 - 08","M"
"220905055","1","0","0","0","0","0","1","APPLIED LEARNING ACAD","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905056","0","0","0","0","0","0","0","RIVERSIDE MIDDLE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905057","0","0","0","1","0","0","0","ROSEMONT MIDDLE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905058","0","0","1","0","1","1","1","STRIPLING MIDDLE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905059","0","0","0","0","0","0","0","J MARTIN JACQUET MIDDLE","N","TARRANT","220","Improvement Required","FORT WORTH ISD","220905","06 - 08","M"
"220905060","0","0","0","0","0","0","0","WEDGWOOD MIDDLE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905061","0","0","0","0","0","0","0","LEONARD MIDDLE","N","TARRANT","220","Improvement Required","FORT WORTH ISD","220905","06 - 08","M"
"220905062"," "," "," "," "," "," "," ","INT'L NEWCOMER ACAD","N","TARRANT","220","Not Rated","FORT WORTH ISD","220905","06 - 09","M"
"220905063","0","0","0","0","0","0","0","COMO MONTESSORI","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","KG - 08","E"
"220905064","0","0","0","0","0"," "," ","GLENCREST 6TH GRADE SCH","N","TARRANT","220","Improvement Required","FORT WORTH ISD","220905","06 - 06","M"
"220905066"," "," "," "," "," "," "," ","WILLOUGHBY HOUSE","N","TARRANT","220","Not Rated","FORT WORTH ISD","220905","07 - 11","S"
"220905067","0","0","0","0","0"," "," ","ROSEMONT 6TH GRADE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 06","M"
"220905069","0","0","1","0","0"," "," ","MCLEAN 6TH GRADE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 06","M"
"220905070","0","0","0","0","0","0","0","JEAN MCCLUNG MIDDLE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 08","M"
"220905071","0","0","0","0","0","0","0","BENBROOK MIDDLE/HIGH SCHOOL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 12","B"
"220905081","1","1","1","0","1","1","1","YOUNG WOMEN'S LEADERSHIP ACADEMY","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 12","B"
"220905082"," ","1","1","0","0","1","0","TEXAS ACADEMY OF BIOMEDICAL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","09 - 12","S"
"220905083","1","0","0","0","0","1","0","YOUNG MEN'S LEADERSHIP ACADEMY","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 12","B"
"220905084","1","0","0","0","0","0","0","WORLD LANGUAGES INSTITUTE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","06 - 10","B"
"220905085","1","1","1","1","0","0","0","MARINE CREEK COLLEGIATE H S","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","09 - 12","S"
"220905086","1","0","0","0","0","0","1","TARRANT CO COLLEGE SOUTH/FORT WORT","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","09 - 11","S"
"220905101","0","0","0","0","0","0"," ","ALICE CARLSON APPLIED LRN CTR","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","KG - 05","E"
"220905103","0","0","0","0","0","0"," ","BENBROOK EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905104"," ","0","1","0","0","0","0","BOULEVARD HEIGHTS","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","KG - 12","B"
"220905105","0","0","0","0","0","0"," ","WEST HANDLEY EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905107","0","0","1","0","0","1"," ","BURTON HILL EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905110","0","0","0","0","0","0"," ","CARROLL PEAK EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905111","0","0","0","0","0","0"," ","CARTER PARK EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905114","0","0","0","0","0","0"," ","MANUEL JARA EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","01 - 05","E"
"220905115","0","0","0","0","0","0"," ","GEORGE CLARKE EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905116","0","0","0","0","1","0"," ","LILY B CLAYTON EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905117","0","0","0","1","0","0"," ","COMO EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905118","1","0","0","1","1","0"," ","HAZEL HARVEY PEACE EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905119","0","0","0","1","0","0"," ","DAGGETT EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905120","0","0","0","0","0","0"," ","RUFINO MENDOZA SR EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","01 - 05","E"
"220905121","0","0","0","0","1","0"," ","DE ZAVALA EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905122","0","0","0","0","0","0"," ","DIAMOND HILL EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905123","0","0","0","0","0","0"," ","S S DILLOW EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905124","0","0","0","1","0","0"," ","MAUDE I LOGAN EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905125","1","0","1","0","1","0"," ","EASTERN HILLS EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905126","0","0","0","0","1","1"," ","EAST HANDLEY EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905127","1","0","0","1","0","0"," ","CHRISTENE C MOSS EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905129","0","0","0","1","0","0"," ","JOHN T WHITE EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905130","0","0","0","0","0","0"," ","HARLEAN BEAL EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905131","0","0","0","0","0","0"," ","ROSEMONT PARK EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905132","0","0","0","0","1","0"," ","GLEN PARK EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905133","0","0","0","1","1","0"," ","W M GREEN EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905134","0","0","0","0","0","0"," ","GREENBRIAR EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905135","0","0","0","0","0","0"," ","VAN ZANDT-GUINN EL","N","TARRANT","220","Improvement Required","FORT WORTH ISD","220905","EE - 05","E"
"220905137","0","0","0","0","0","0"," ","HUBBARD EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905138","0","0","0","0","0","0"," ","HELBING EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905139","0","0","0","0","0","0"," ","KIRKPATRICK EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905141","1","0","1","1","0","0"," ","MEADOWBROOK EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905143","0","0","0","0","1","0"," ","MCRAE EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905144","0","0","0","0","0","0"," ","MITCHELL BOULEVARD EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905146","0","0","0","0","0","0"," ","MOORE M H EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905147","0","0","0","0","0","0"," ","MORNINGSIDE EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905148","0","0","0","1","0","0"," ","CHARLES NASH EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905149","1","1","1","1","1","0"," ","NORTH HI MOUNT EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905150","1","0","0","0","0","0"," ","OAKHURST EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905151","0","0","0","0","0","0"," ","NATHA HOWELL EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905152","0","0","0","0","0","0"," ","OAKLAWN EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905153","0","0","0","1","0","1"," ","A M PATE EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905154","1","0","0","1","1","1"," ","M L PHILLIPS EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905156","1","0","0","1","1","0"," ","RIDGLEA HILLS EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905157","0","0","0","0","0","0"," ","LUELLA MERRETT EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905159","0","0","0","0","0","0"," ","VERSIA WILLIAMS EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905160","0","0","0","0","0","0"," ","MAUDRIE WALTON EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905161","0","0","0","0","0","0"," ","SAM ROSEN EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905162","0","0","0","1","0","0"," ","SAGAMORE HILL EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905163","0","0","0","1","0","0"," ","BRUCE SHULKEY EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905165","0","0","0","0","0","1"," ","RICHARD J WILSON EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905166","0","0","0","1","0","0"," ","SOUTH HI MOUNT EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905167","0","0","0","0","0","0"," ","SOUTH HILLS EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905168","0","0","0","1","0","0"," ","SPRINGDALE EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905169","0","0","0","0","0","0"," ","SUNRISE - MCMILLAN EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905171","0","1","1","1","1","0"," ","TANGLEWOOD EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","KG - 05","E"
"220905172","0","0","0","0","0","0"," ","W J TURNER EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905175","0","0","0","0","0","0"," ","WASHINGTON HEIGHTS EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905176","1","1","1","1","1","1"," ","WAVERLY PARK EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905177","0","0","0","0","0","0"," ","WESTCLIFF EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905178","0","0","0","0","0","0"," ","WESTCREEK EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905180","0","0","0","0","0","0"," ","WESTERN HILLS EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","02 - 05","E"
"220905184","1","1","1","1","1","1"," ","WORTH HEIGHTS EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905186","0","0","0","0","0","0"," ","DAVID K SELLARS EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905187","1","0","0","1","0","0"," ","J T STEVENS EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905188","0","0","0","0","0","0"," ","ATWOOD MCDONALD EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905190","0","0","0","0","0","0"," ","RIVERSIDE APPLIED LRN CTR","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905194","0","0","1","1","0","0","0","DAGGETT MONTESSORI","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","KG - 08","E"
"220905206","0","0","0","1","1","0"," ","BILL J ELLIOTT EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905207","1","0","1","1","1","0"," ","WESTPARK EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905208","0","0","0","1","0","0"," ","T A SIMS EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905209","0","0","0","0","0","0"," ","EDWARD BRISCOE EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905210"," "," "," "," "," "," "," ","CHILDREN'S MEDICAL CTR","N","TARRANT","220","Not Rated","FORT WORTH ISD","220905","KG - 11","B"
"220905212"," "," "," "," "," "," "," ","BRIDGE ASSOC","N","TARRANT","220","Not Rated","FORT WORTH ISD","220905","05 - 12","B"
"220905216","0","0","0","0","0","0"," ","WOODWAY EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905219","1","0","1","1","0","0"," ","LOWERY ROAD","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905220","0","0","0","0","0","0"," ","ALICE D CONTRERAS","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905221"," "," "," "," "," "," "," ","WESTERN HILLS PRI","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 01","E"
"220905222","0","0","0","1","0","0"," ","CLIFFORD DAVIS EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905223","0","0","0","1","0","0"," ","CESAR CHAVEZ PRI","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905224"," "," "," "," "," "," "," ","MG ELLIS","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - KG","E"
"220905225","1","0","1","0","0","1"," ","BONNIE BRAE","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905226","0","0","0","0","0","0"," ","SEMINARY HILLS PARK EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","EE - 05","E"
"220905227","0","0","0","0","0","0"," ","DOLORES HUERTA EL","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - 05","E"
"220905228"," "," "," "," "," "," "," ","PK SATELLITE CENTERS","N","TARRANT","220","Met Standard","FORT WORTH ISD","220905","PK - PK","E"
"220905242"," "," "," "," "," "," "," ","TARRANT YOUTH RECOVERY","N","TARRANT","220","Not Rated","FORT WORTH ISD","220905","07 - 12","S"
"220905251"," "," "," "," "," "," "," ","ASSESSMENT CTR","N","TARRANT","220","Not Rated","FORT WORTH ISD","220905","04 - 07","M"
"220905252"," "," "," "," "," "," "," ","INSIGHTS LEARNING CENTER","N","TARRANT","220","Not Rated","FORT WORTH ISD","220905","03 - 05","E"
"220906001","0","1","1","0","1","1","1","GRAPEVINE H S","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","09 - 12","S"
"220906004","0","1","0","0","1","1","0","COLLEYVILLE HERITAGE H S","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","09 - 12","S"
"220906006"," "," "," "," "," "," "," ","THE BRIDGES ACAD ALTER","N","TARRANT","220","Met Alternative Standard","GRAPEVINE-COLLEYVILLE ISD","220906","10 - 12","S"
"220906007","0","0","0","0","1","1","1","IUNIVERSITY PREP","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","05 - 12","B"
"220906008","1","0","0","0","1","0","1","GRAPEVINE-COLLEYVILLE COLLEGIATE A","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","09 - 12","S"
"220906041","0","0","0","0","1","0","0","GRAPEVINE MIDDLE","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","06 - 08","M"
"220906042","0","0","0","0","0","0","0","COLLEYVILLE MIDDLE","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","06 - 08","M"
"220906043","0","0","0","0","0","1","1","HERITAGE MIDDLE","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","06 - 08","M"
"220906044","0","1","1","0","1","0","1","CROSS TIMBERS MIDDLE","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","06 - 08","M"
"220906101","1","0","1","1","0","1"," ","CANNON EL","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","KG - 05","E"
"220906102","1","0","0","0","0","0"," ","COLLEYVILLE EL","N","TARRANT","220","Met Standard","GRAPEVINE-COLLEYVILLE ISD","220906","PK - 05","E"
